num,Season,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
466,2022,J.D. Davis,2 Tms,115,318,365,79,50,16,1,12,46,35,39,1,122,6,2,0,13,1,1,0.248
467,2023,Ian Happ,CHC,158,580,691,144,84,35,4,21,86,84,99,2,153,6,6,0,12,14,3,0.248
468,2022,César Hernández,WSN,147,560,617,139,106,28,4,1,64,34,45,0,114,7,2,3,9,10,4,0.248
469,2022,Ramón Urías,BAL,118,403,445,100,66,17,1,16,50,51,30,1,98,5,4,3,7,1,0,0.248
470,2022,Marcus Semien,TEX,161,657,724,163,101,31,5,26,101,83,53,0,120,4,10,0,7,25,8,0.248
471,2023,C.J. Cron,2 Tms,71,258,278,64,40,12,0,12,38,37,17,0,65,1,2,0,13,0,0,0.248
472,2023,J.D. Davis,SFG,144,480,546,119,77,23,1,18,61,69,52,0,152,6,6,0,16,1,0,0.248
473,2023,Santiago Espinal,TOR,93,230,254,57,41,14,0,2,30,25,18,1,36,3,1,2,5,2,1,0.248
474,2022,Jose Trevino,NYY,115,335,353,83,59,12,1,11,39,43,15,0,62,2,1,0,5,2,1,0.248
475,2023,Starling Marte,NYM,86,315,341,78,65,7,1,5,38,28,16,1,69,8,0,2,8,24,4,0.248
476,2023,Rob Refsnyder,BOS,89,202,243,50,39,9,1,1,31,28,33,0,47,5,1,1,8,7,2,0.248
477,2023,Ronny Mauricio,NYM,26,101,108,25,19,4,0,2,11,9,7,0,31,0,0,0,2,7,0,0.248
478,2022,Stuart Fairchild,3 Tms,46,97,110,24,14,4,1,5,14,6,8,0,34,5,0,0,1,0,2,0.247
479,2023,Christopher Morel,CHC,107,388,429,96,50,17,3,26,62,70,36,0,133,2,2,1,7,6,2,0.247
480,2023,David Fletcher,LAA,33,89,97,22,19,1,0,2,7,12,7,1,9,0,0,1,2,0,0,0.247
481,2023,Mike Moustakas,2 Tms,112,352,386,87,60,15,0,12,43,48,23,1,95,3,8,0,7,0,0,0.247
482,2023,Connor Joe,PIT,133,413,472,102,56,31,4,11,63,42,50,0,110,8,1,0,4,3,5,0.247
483,2022,Ozzie Albies,ATL,64,247,269,61,37,16,0,8,36,35,16,0,47,2,4,0,0,3,5,0.247
484,2022,Mark Mathias,2 Tms,30,81,91,20,11,3,0,6,13,20,9,0,30,0,1,0,0,3,0,0.247
485,2023,Brayan Rocchio,CLE,23,81,86,20,14,6,0,0,9,8,4,0,27,0,1,0,4,0,0,0.247
486,2023,Adam Duvall,BOS,92,320,353,79,32,24,2,21,45,58,22,1,110,6,5,0,0,4,0,0.247
487,2023,Josh Bell,2 Tms,150,547,617,135,85,28,0,22,52,74,63,2,134,2,3,0,13,0,1,0.247
488,2022,Oswaldo Cabrera,NYY,44,154,171,38,23,8,1,6,21,19,15,0,44,0,1,1,1,3,2,0.247
489,2022,Tyler Freeman,CLE,24,77,86,19,16,3,0,0,9,3,4,0,11,4,1,0,2,1,0,0.247
490,2023,Vinnie Pasquantino,KCR,61,231,260,57,31,17,0,9,24,26,25,2,31,2,1,0,7,0,0,0.247
491,2022,CJ Abrams,2 Tms,90,284,302,70,54,12,2,2,33,21,5,0,50,9,2,2,5,7,4,0.246
492,2023,Brent Rooker,OAK,137,463,526,114,63,20,1,30,61,69,49,1,172,10,4,0,11,4,0,0.246
493,2022,Rhys Hoskins,PHI,156,589,672,145,80,33,2,30,81,79,72,0,169,6,4,0,12,2,1,0.246
494,2022,Matt Vierling,PHI,117,325,357,80,60,12,2,6,41,32,23,0,70,3,6,0,7,7,4,0.246
495,2023,Garrett Mitchell,MIL,19,65,73,16,10,2,1,3,10,7,7,0,26,0,1,0,0,1,1,0.246
496,2022,Jorge Alfaro,SDP,82,256,274,63,42,14,0,7,25,40,11,0,98,4,3,0,5,1,0,0.246
497,2023,Sal Frelick,MIL,57,191,223,47,34,9,1,3,29,24,28,0,37,1,3,0,2,7,0,0.246
498,2022,Matt Reynolds,2 Tms,93,244,272,60,46,10,1,3,31,23,26,0,78,1,1,0,7,5,0,0.246
499,2022,Ryan McMahon,COL,153,529,597,130,84,23,3,20,67,67,60,0,158,5,3,0,7,7,3,0.246
500,2023,Geraldo Perdomo,ARI,144,407,495,100,70,20,4,6,71,47,64,1,86,6,4,14,2,16,4,0.246
501,2022,Mitch Haniger,SEA,57,224,247,55,36,8,0,11,31,34,20,1,65,1,2,0,7,0,0,0.246
502,2023,Tim Anderson,CHW,123,493,524,121,100,18,2,1,52,25,26,0,122,3,2,0,15,13,2,0.245
503,2022,AJ Pollock,CHW,138,489,527,120,79,26,1,14,61,56,32,0,98,2,4,0,13,3,1,0.245
504,2022,Brandon Marsh,2 Tms,134,424,461,104,71,18,4,11,49,52,28,1,158,3,3,3,4,10,4,0.245
505,2023,Josh Rojas,2 Tms,105,314,350,77,56,17,0,4,47,40,27,0,81,1,4,2,3,12,0,0.245
506,2022,Chas McCormick,HOU,119,359,407,88,60,12,2,14,47,44,46,0,106,1,1,0,5,4,3,0.245
507,2023,CJ Abrams,WSN,151,563,614,138,86,28,6,18,83,64,32,2,118,13,3,3,7,47,4,0.245
508,2023,Adolis García,TEX,148,555,632,136,68,29,0,39,108,107,65,0,175,6,6,0,12,9,1,0.245
509,2023,Yuli Gurriel,MIA,108,298,329,73,50,16,3,4,32,27,26,3,44,1,4,0,13,4,0,0.245
510,2023,Corey Julks,HOU,93,298,323,73,53,14,0,6,35,33,22,0,75,1,2,0,6,15,3,0.245
511,2023,Terrin Vavra,BAL,27,49,56,12,12,0,0,0,9,5,5,0,12,0,0,2,5,1,0,0.245
512,2023,Nelson Cruz,SDP,49,143,152,35,24,5,1,5,9,23,6,1,46,2,1,0,2,1,0,0.245
513,2022,Corey Seager,TEX,151,593,663,145,87,24,1,33,91,83,58,7,103,7,5,0,14,3,0,0.245
514,2023,Jonathan India,CIN,119,454,529,111,71,23,0,17,78,61,52,0,109,16,7,0,13,14,2,0.244
515,2023,Jonathan Davis,MIA,34,90,104,22,15,4,1,2,22,10,7,0,29,2,2,2,1,1,2,0.244
516,2023,Alec Burleson,STL,107,315,347,77,48,20,1,8,34,36,23,0,45,3,2,1,13,3,1,0.244
517,2022,Evan Longoria,SFG,89,266,298,65,38,13,0,14,31,42,27,2,83,2,3,0,6,0,0,0.244
518,2023,Dansby Swanson,CHC,147,565,638,138,88,25,3,22,81,80,66,0,154,5,2,0,9,9,1,0.244
519,2022,Edwin Ríos,LAD,27,86,92,21,13,1,0,7,12,17,5,1,36,1,0,0,2,0,1,0.244
520,2022,Nolan Jones,CLE,28,86,94,21,14,5,0,2,10,13,8,1,31,0,0,0,2,0,0,0.244
521,2022,Orlando Arcia,ATL,68,209,234,51,33,9,0,9,25,30,21,0,51,2,2,0,7,0,0,0.244
522,2023,Anthony Rizzo,NYY,99,373,421,91,65,14,0,12,45,41,35,1,97,12,1,0,10,0,3,0.244
523,2023,DJ Stewart,NYM,58,160,185,39,19,9,0,11,21,26,15,0,56,7,1,1,3,1,1,0.244
524,2022,Hanser Alberto,LAD,73,156,159,38,25,9,2,2,13,15,3,0,25,0,0,0,7,0,1,0.244
525,2022,Ke'Bryan Hayes,PIT,136,505,560,123,89,24,3,7,55,41,48,0,122,5,2,0,12,20,5,0.244
526,2022,Jurickson Profar,SDP,152,575,658,140,87,36,2,15,82,58,73,0,103,4,3,3,12,5,1,0.243
527,2023,DJ LeMahieu,NYY,136,497,562,121,81,22,3,15,55,44,60,2,125,3,2,0,14,2,2,0.243
528,2022,J.P. Crawford,SEA,145,518,603,126,93,24,3,6,57,42,68,0,80,10,5,2,11,3,2,0.243
529,2023,Henry Ramos,CIN,23,74,86,18,14,3,1,0,9,5,11,0,21,1,0,0,2,2,1,0.243
530,2023,Tyler Stephenson,CIN,142,465,517,113,78,20,2,13,59,56,47,2,135,4,1,0,16,0,1,0.243
531,2023,Elehuris Montero,COL,85,284,307,69,41,15,2,11,40,39,15,0,111,5,3,0,5,0,0,0.243
532,2022,Owen Miller,CLE,130,424,472,103,70,26,1,6,53,51,32,1,93,7,9,0,8,2,0,0.243
533,2022,Willson Contreras,CHC,113,416,487,101,54,23,2,22,65,55,45,0,103,24,2,0,14,4,2,0.243
534,2022,Michael Massey,KCR,52,173,194,42,28,9,1,4,16,17,9,0,46,8,2,2,1,3,0,0.243
535,2023,Jake McCarthy,ARI,99,276,312,67,53,7,5,2,37,16,26,0,62,5,1,4,4,26,4,0.243
536,2022,Aledmys Díaz,HOU,92,305,327,74,49,13,0,12,35,38,18,0,53,2,2,0,7,1,1,0.243
537,2022,Juan Soto,2 Tms,153,524,664,127,73,25,2,27,93,62,135,6,96,4,0,0,12,6,2,0.242
538,2023,Isiah Kiner-Falefa,NYY,115,326,361,79,60,12,1,6,39,37,28,0,70,3,3,1,12,14,5,0.242
539,2022,Francisco Mejía,TBR,93,289,299,70,42,22,0,6,32,31,7,0,65,2,1,0,6,0,0,0.242
540,2022,Yuli Gurriel,HOU,146,545,584,132,84,40,0,8,53,53,30,0,73,6,3,0,13,8,0,0.242
541,2022,Christian Walker,ARI,160,583,667,141,78,25,2,36,84,94,69,2,131,8,7,0,15,2,2,0.242
542,2023,Jurickson Profar,2 Tms,125,459,521,111,73,27,2,9,55,46,50,0,90,6,5,0,11,1,0,0.242
543,2023,Tyler Freeman,CLE,64,153,168,37,26,7,0,4,20,18,10,0,30,2,1,2,3,5,0,0.242
544,2023,Michael Chavis,WSN,48,91,96,22,17,3,0,2,16,5,5,0,33,0,0,0,3,1,0,0.242
545,2022,Gavin Sheets,CHW,124,377,410,91,57,19,0,15,34,53,27,0,86,3,3,0,9,0,0,0.241
546,2022,Willi Castro,DET,112,365,392,88,60,18,2,8,47,31,15,0,82,8,3,1,4,9,4,0.241
547,2023,Andrew Knizner,STL,70,224,241,54,33,11,0,10,30,31,12,0,62,3,1,1,8,2,0,0.241
548,2023,Christian Arroyo,BOS,66,195,206,47,28,16,0,3,23,24,7,0,45,1,2,1,8,1,3,0.241
549,2022,Lane Thomas,WSN,146,498,548,120,75,26,2,17,62,52,41,0,132,4,5,0,8,8,4,0.241
550,2023,Ceddanne Rafaela,BOS,28,83,89,20,12,6,0,2,11,5,4,0,28,1,1,0,2,3,1,0.241
551,2022,Willians Astudillo,MIA,21,54,55,13,12,0,0,1,5,4,1,0,3,0,0,0,2,1,0,0.241
552,2023,Miles Mastrobuoni,CHC,61,133,149,32,26,5,0,1,24,5,13,0,32,0,0,3,1,13,1,0.241
553,2022,Rafael Ortega,CHC,118,316,371,76,54,14,1,7,35,35,44,2,74,2,7,1,10,12,7,0.241
554,2022,Anthony Santander,BAL,152,574,647,138,81,24,0,33,78,89,55,1,122,13,5,0,14,0,2,0.24
555,2022,Eduardo Escobar,NYM,136,495,542,119,69,26,4,20,58,69,40,3,129,1,6,0,4,0,2,0.24
556,2023,Adam Frazier,BAL,141,412,455,99,63,21,2,13,59,60,32,0,68,4,2,4,4,11,4,0.24
557,2022,Matt Olson,ATL,162,616,699,148,70,44,0,34,86,103,75,6,170,4,4,0,13,0,0,0.24
558,2022,Jon Berti,MIA,102,358,404,86,62,17,3,4,47,28,42,0,89,3,1,0,6,41,5,0.24
559,2022,Jake Hager,ARI,28,50,59,12,10,2,0,0,4,3,8,0,17,0,0,1,0,0,0,0.24
560,2022,TJ Friedl,CIN,72,225,258,54,31,10,5,8,33,25,20,0,40,7,6,0,3,7,2,0.24
561,2023,Carlos Santana,2 Tms,146,550,619,132,75,33,1,23,78,86,65,0,104,0,4,0,11,6,0,0.24
562,2022,Ketel Marte,ARI,137,492,558,118,62,42,2,12,68,52,55,3,101,6,5,0,12,5,1,0.24
563,2023,Kyle Isbel,KCR,91,292,313,70,41,22,2,5,45,34,17,0,59,1,2,1,5,7,1,0.24
564,2023,Matt Chapman,TOR,140,509,581,122,64,39,2,17,66,54,62,1,165,8,2,0,4,4,2,0.24
565,2022,Sam Huff,TEX,44,121,132,29,21,4,0,4,9,10,11,1,42,0,0,0,1,1,0,0.24
566,2023,Ryan McMahon,COL,152,555,627,133,76,31,3,23,80,70,68,2,198,1,3,0,19,5,5,0.24
567,2022,Drew Waters,KCR,32,96,109,23,11,6,1,5,14,18,12,0,40,0,0,0,1,0,0,0.24
568,2022,Tomás Nido,NYM,98,284,313,68,50,15,0,3,31,28,14,0,76,1,2,12,14,0,0,0.239
569,2022,Trey Mancini,2 Tms,143,519,587,124,82,23,1,18,56,63,53,2,135,10,5,0,12,0,0,0.239
570,2022,Luis Urías,MIL,119,406,472,97,63,17,1,16,54,47,50,0,99,11,5,0,9,1,2,0.239
571,2023,Michael Conforto,SFG,125,406,470,97,68,14,0,15,58,58,53,4,106,7,4,0,12,4,0,0.239
572,2022,Tommy La Stella,SFG,60,180,195,43,27,14,0,2,17,14,11,0,30,1,3,0,4,0,0,0.239
573,2023,Joshua Palacios,PIT,91,247,264,59,38,9,2,10,26,40,12,0,56,2,1,2,7,5,0,0.239
574,2022,Ryan O'Hearn,KCR,67,134,145,32,24,6,1,1,14,16,8,0,35,2,1,0,2,0,0,0.239
575,2023,Willie Calhoun,NYY,44,134,149,32,20,7,0,5,16,16,14,1,20,0,1,0,2,0,0,0.239
576,2023,Cade Marlowe,SEA,34,88,100,21,13,3,2,3,14,11,12,0,33,0,0,0,1,4,2,0.239
577,2022,Jake Cronenworth,SDP,158,587,684,140,89,30,4,17,88,88,70,3,131,16,8,0,2,3,0,0.239
578,2022,Adam Frazier,SEA,156,541,602,129,100,22,4,3,61,42,46,1,73,5,6,4,15,11,6,0.238
579,2022,Daniel Vogelbach,2 Tms,130,386,461,92,54,19,1,18,47,59,73,2,114,1,1,0,11,0,0,0.238
580,2022,Trevor Story,BOS,94,357,396,85,47,22,0,16,53,66,32,4,122,3,4,0,9,13,0,0.238
581,2022,Adam Haseley,CHW,14,21,25,5,5,0,0,0,4,2,3,0,7,0,0,1,0,0,0,0.238
582,2022,Romy Gonzalez,CHW,32,105,109,25,18,4,1,2,15,11,2,0,39,1,1,0,3,0,1,0.238
583,2023,Austin Meadows,DET,6,21,21,5,4,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0.238
584,2023,Myles Straw,CLE,147,462,518,110,88,18,3,1,52,29,42,0,97,2,6,6,10,20,6,0.238
585,2023,Cody Thomas,OAK,19,42,46,10,6,3,0,1,1,2,4,0,17,0,0,0,1,0,0,0.238
586,2023,Cristian Pache,PHI,48,84,95,20,10,7,1,2,12,11,10,0,27,0,0,1,1,2,3,0.238
587,2022,Willy Adames,MIL,139,563,617,134,72,31,0,31,83,98,49,3,166,1,4,0,11,8,3,0.238
588,2023,Robbie Grossman,TEX,115,353,420,84,50,23,1,10,56,49,57,0,98,2,8,0,8,1,0,0.238
589,2022,Gilberto Celestino,MIN,122,311,347,74,59,12,1,2,30,24,32,0,77,2,0,2,13,4,1,0.238
590,2022,Odúbel Herrera,PHI,62,185,197,44,29,9,1,5,23,21,11,0,42,0,1,0,3,6,0,0.238
591,2022,Javier Báez,DET,144,555,590,132,84,27,4,17,64,67,26,1,147,6,3,0,13,9,2,0.238
592,2022,Connor Joe,COL,111,404,467,96,65,20,4,7,56,28,55,0,97,7,1,0,8,6,2,0.238
593,2023,David Fry,CLE,58,101,113,24,14,6,0,4,12,15,8,0,30,4,0,0,3,2,0,0.238
594,2023,Bo Naylor,CLE,67,198,230,47,23,13,0,11,33,32,30,1,53,1,1,0,2,5,0,0.237
595,2023,Liover Peguero,PIT,59,198,213,47,35,4,1,7,21,26,11,0,67,1,1,2,6,6,2,0.237
596,2022,Ryan McKenna,BAL,105,156,172,37,25,10,0,2,23,11,11,1,55,2,1,2,3,2,1,0.237
597,2023,José Abreu,HOU,141,540,594,128,86,23,1,18,62,90,42,1,130,6,6,0,16,0,1,0.237
598,2022,Andrew McCutchen,MIL,134,515,580,122,80,25,0,17,66,69,57,1,124,4,4,0,10,8,6,0.237
599,2022,Johan Camargo,PHI,52,152,166,36,30,3,0,3,8,15,13,0,37,0,0,1,1,0,0,0.237
600,2022,Alex Call,2 Tms,47,114,131,27,18,3,1,5,18,13,15,0,30,2,0,0,2,3,3,0.237
601,2023,Jake Marisnick,3 Tms,46,76,83,18,11,3,2,2,10,10,3,0,21,2,1,1,4,2,3,0.237
602,2023,Tyler Heineman,2 Tms,22,38,47,9,7,1,1,0,5,3,8,0,8,1,0,0,0,1,0,0.237
603,2023,Chris Taylor,LAD,117,338,384,80,49,15,1,15,51,56,41,2,125,4,1,0,2,16,3,0.237
604,2023,Enrique Hernández,2 Tms,140,465,508,110,76,23,0,11,57,61,34,1,97,3,6,0,17,4,1,0.237
605,2023,Anthony Rendon,LAA,43,148,183,35,27,6,0,2,23,22,25,0,27,6,4,0,6,2,0,0.236
606,2023,Raimel Tapia,3 Tms,64,148,169,35,27,4,1,3,28,13,17,0,40,1,1,1,2,10,2,0.236
607,2022,Tommy Pham,2 Tms,144,554,622,131,90,23,1,17,89,63,56,0,167,7,5,0,20,8,3,0.236
608,2023,Nolan Gorman,STL,119,406,464,96,52,17,0,27,59,76,53,1,148,3,2,0,5,7,2,0.236
609,2023,Miguel Rojas,LAD,125,385,423,91,69,16,1,5,49,31,26,0,48,5,5,2,12,8,3,0.236
610,2023,Logan O'Hoppe,LAA,51,182,199,43,23,6,0,14,23,29,14,0,48,2,1,0,4,0,1,0.236
611,2022,Luke Williams,2 Tms,79,127,136,30,23,5,1,1,21,6,9,1,44,0,0,0,1,11,4,0.236
612,2022,Jace Peterson,MIL,113,288,328,68,44,14,2,8,44,34,33,2,85,2,3,2,8,12,1,0.236
613,2022,Dylan Carlson,STL,128,432,488,102,60,30,4,8,56,42,45,1,94,7,4,0,6,5,2,0.236
614,2023,Sam Hilliard,ATL,40,72,78,17,9,5,0,3,15,6,6,0,33,0,0,0,1,4,0,0.236
615,2022,Hunter Dozier,KCR,129,462,500,109,67,26,4,12,51,41,34,0,125,3,1,0,14,4,3,0.236
616,2023,Nick Senzel,CIN,104,301,330,71,48,10,0,13,49,42,26,0,74,1,2,0,9,6,2,0.236
617,2022,Eugenio Suárez,SEA,150,543,629,128,71,24,2,31,76,87,73,0,196,8,5,0,12,0,0,0.236
618,2022,Miguel Rojas,MIA,140,471,507,111,84,19,2,6,34,36,26,1,61,6,3,1,12,9,3,0.236
619,2022,Ezequiel Duran,TEX,58,208,220,49,33,10,1,5,25,25,12,0,54,0,0,0,3,4,1,0.236
620,2023,Kyle Higashioka,NYY,92,242,260,57,34,13,0,10,24,34,14,0,74,0,3,1,5,0,0,0.236
621,2023,Blake Sabol,SFG,110,310,344,73,50,10,0,13,36,44,24,0,117,6,2,2,4,4,2,0.235
622,2022,Chad Pinder,OAK,111,361,379,85,55,18,0,12,38,42,14,0,118,0,2,1,10,2,0,0.235
623,2022,Tony Kemp,OAK,147,497,558,117,84,24,2,7,61,46,45,0,69,8,3,5,5,11,1,0.235
624,2022,Daulton Varsho,ARI,151,531,592,125,72,23,3,27,79,74,46,0,145,7,5,2,8,16,6,0.235
625,2023,Cavan Biggio,TOR,111,289,338,68,47,12,0,9,54,40,40,0,88,7,2,0,0,5,2,0.235
626,2023,José Fermín,STL,21,51,61,12,11,1,0,0,2,4,6,0,8,2,0,2,1,0,1,0.235
627,2023,Junior Caminero,TBR,7,34,36,8,6,1,0,1,4,7,2,0,8,0,0,0,2,0,0,0.235
628,2022,Alfonso Rivas,CHC,101,251,287,59,49,5,2,3,27,25,29,1,87,4,2,1,1,6,1,0.235
629,2022,Jesús Aguilar,2 Tms,129,464,507,109,74,19,0,16,39,51,28,1,119,4,5,0,8,1,0,0.235
630,2022,Miguel Andujar,2 Tms,36,132,140,31,24,5,1,1,13,17,5,0,27,0,3,0,1,4,1,0.235
631,2022,Christopher Morel,CHC,113,379,425,89,50,19,4,16,55,47,38,0,137,3,2,3,6,10,7,0.235
632,2022,Jorge Polanco,MIN,104,375,445,88,56,16,0,16,54,56,64,1,95,2,4,0,4,3,3,0.235
633,2022,Yan Gomes,CHC,86,277,293,65,45,12,0,8,23,31,8,0,47,3,4,1,15,2,0,0.235
634,2023,Joc Pederson,SFG,121,358,425,84,52,14,3,15,59,51,57,6,89,7,3,0,12,0,0,0.235
635,2023,Luke Maile,CIN,78,179,199,42,26,10,0,6,17,25,14,0,49,5,0,1,8,2,1,0.235
636,2023,Nelson Velázquez,2 Tms,53,162,179,38,15,6,0,17,35,34,14,0,51,2,1,0,3,0,0,0.235
637,2023,Elly De La Cruz,CIN,98,388,427,91,56,15,7,13,67,44,35,3,144,2,1,1,6,35,8,0.235
638,2023,MJ Melendez,KCR,148,533,602,125,75,29,5,16,65,56,62,2,170,3,4,0,4,6,4,0.235
639,2023,Connor Wong,BOS,126,371,403,87,51,25,2,9,55,36,22,0,134,6,1,3,4,8,2,0.235
640,2022,Nelson Cruz,WSN,124,448,507,105,79,16,0,10,50,64,49,1,119,4,3,0,16,4,0,0.234
641,2022,Bryson Stott,PHI,127,427,466,100,69,19,2,10,58,49,36,0,89,1,1,1,3,12,4,0.234
642,2023,Yasmani Grandal,CHW,118,363,405,85,63,14,0,8,33,33,36,1,86,4,2,0,11,0,0,0.234
643,2023,Eric Hosmer,CHC,31,94,100,22,17,3,0,2,7,14,6,0,25,0,0,0,5,0,0,0.234
644,2023,Trey Mancini,CHC,79,235,263,55,39,12,0,4,31,28,21,1,78,2,3,0,5,0,0,0.234
645,2022,Jake Marisnick,PIT,31,77,82,18,10,6,0,2,9,6,4,1,24,0,0,1,2,2,1,0.234
646,2022,Luis Barrera,OAK,32,77,85,18,12,5,0,1,3,7,6,0,17,1,1,0,2,3,0,0.234
647,2023,Tyrone Taylor,MIL,81,231,243,54,26,17,1,10,36,35,8,0,55,3,1,0,10,9,0,0.234
648,2022,Roberto Pérez,PIT,21,60,69,14,10,2,0,2,8,8,9,0,25,0,0,0,1,0,0,0.233
649,2022,Kyle Garlick,MIN,66,150,162,35,23,3,0,9,23,18,8,0,48,3,1,0,2,0,0,0.233
650,2022,Emmanuel Rivera,2 Tms,102,330,359,77,46,16,3,12,46,40,23,0,83,5,1,0,8,1,2,0.233
651,2023,Mike Yastrzemski,SFG,106,330,381,77,38,23,1,15,54,43,45,3,99,3,1,2,5,2,2,0.233
652,2023,Kris Bryant,COL,80,300,335,70,50,10,0,10,36,31,29,0,68,6,0,0,6,0,0,0.233
653,2023,Heston Kjerstad,BAL,13,30,33,7,4,1,0,2,3,3,2,0,10,0,0,0,0,0,0,0.233
654,2022,Tyrone Taylor,MIL,120,373,405,87,46,21,3,17,49,51,22,0,102,7,3,0,11,3,2,0.233
655,2022,Rodolfo Castro,PIT,71,253,278,59,36,8,4,11,25,27,22,0,74,2,1,0,6,5,3,0.233
656,2022,Ji Man Choi,TBR,113,356,419,83,50,22,0,11,36,52,58,3,123,2,3,0,3,0,0,0.233
657,2023,Patrick Bailey,SFG,97,326,353,76,50,18,1,7,29,48,21,0,100,3,1,2,8,1,0,0.233
658,2022,Elehuris Montero,COL,53,176,185,41,19,15,1,6,21,20,8,0,60,1,0,0,4,0,0,0.233
659,2023,Hunter Renfroe,2 Tms,140,498,548,116,65,31,0,20,60,60,44,0,125,3,3,0,15,0,0,0.233
660,2022,Yermín Mercedes,SFG,31,73,83,17,11,5,0,1,9,8,9,0,17,1,0,0,1,0,0,0.233
661,2023,Daniel Vogelbach,NYM,104,275,319,64,43,8,0,13,33,48,42,1,81,2,0,0,6,0,0,0.233
662,2023,Cedric Mullins,BAL,116,404,455,94,53,23,3,15,51,74,43,1,101,1,4,3,6,19,3,0.233
663,2023,Tucupita Marcano,PIT,75,202,220,47,30,12,2,3,16,18,10,0,35,3,2,3,2,5,2,0.233
664,2023,Spencer Torkelson,DET,159,606,684,141,75,34,1,31,88,94,67,1,171,6,5,0,15,3,0,0.233
665,2022,Oneil Cruz,PIT,87,331,361,77,43,13,4,17,45,54,28,1,126,1,1,0,3,10,4,0.233
666,2023,Eugenio Suárez,SEA,162,598,694,139,88,29,0,22,68,96,70,0,214,15,11,0,10,2,1,0.232
667,2022,Richie Palacios,CLE,54,112,123,26,20,6,0,0,7,10,9,1,20,1,1,0,2,2,0,0.232
668,2023,Tim Locastro,NYM,43,56,67,13,8,3,0,2,13,3,3,0,22,6,0,2,0,6,0,0.232
669,2023,Wade Meckler,SFG,20,56,64,13,12,1,0,0,6,4,6,0,25,2,0,0,0,0,0,0.232
670,2023,Nick Pratto,KCR,95,306,345,71,48,16,0,7,33,35,29,0,138,6,4,0,3,1,1,0.232
671,2023,Parker Meadows,DET,37,125,145,29,20,4,2,3,19,13,17,1,37,2,1,0,0,8,1,0.232
672,2023,Harrison Bader,2 Tms,98,319,344,74,53,12,2,7,44,40,17,0,59,3,4,1,7,20,3,0.232
673,2023,Cal Raleigh,SEA,145,513,569,119,65,23,1,30,78,75,54,1,158,1,1,0,6,0,0,0.232
674,2023,Alan Trejo,COL,83,207,227,48,33,11,0,4,24,26,16,0,51,1,2,1,3,5,1,0.232
675,2022,Ben Gamel,PIT,115,371,423,86,55,20,2,9,42,46,48,2,98,3,1,0,5,5,1,0.232
676,2022,Trevor Larnach,MIN,51,160,180,37,19,13,0,5,22,18,18,1,57,0,2,0,1,0,0,0.231
677,2023,Nicky Lopez,2 Tms,94,225,262,52,40,8,3,1,32,25,26,0,40,6,1,4,3,6,2,0.231
678,2023,Tyler O'Neill,STL,72,238,266,55,32,14,0,9,27,21,28,0,67,0,0,0,5,5,0,0.231
679,2022,Alek Thomas,ARI,113,381,411,88,62,17,1,8,45,39,22,0,74,3,5,0,6,4,3,0.231
680,2022,Brandon Crawford,SFG,118,407,458,94,68,15,2,9,50,52,39,3,98,8,4,0,12,1,1,0.231
681,2022,Nick Ahmed,ARI,17,52,54,12,7,2,0,3,7,7,2,0,15,0,0,0,2,0,1,0.231
682,2022,David Villar,SFG,52,156,181,36,20,6,1,9,21,24,18,0,58,6,1,0,4,0,1,0.231
683,2023,José Azocar,SDP,55,91,102,21,13,6,0,2,16,9,4,0,24,2,0,5,2,8,2,0.231
684,2023,Brandon Lowe,TBR,109,377,436,87,50,15,1,21,58,68,50,0,119,6,3,0,8,7,0,0.231
685,2023,Marco Luciano,SFG,14,39,45,9,6,3,0,0,4,0,6,0,17,0,0,0,0,1,0,0.231
686,2023,Zach McKinstry,DET,148,464,518,107,73,21,4,9,60,35,44,0,113,5,3,2,3,16,6,0.231
687,2022,Nick Senzel,CIN,110,373,420,86,68,13,0,5,45,25,30,0,76,5,1,2,7,8,5,0.231
688,2023,Ji Hwan Bae,PIT,111,334,371,77,56,17,2,2,54,32,30,0,92,2,2,3,4,24,9,0.231
689,2022,Nick Fortes,MIA,72,217,240,50,34,6,1,9,41,24,18,0,45,5,0,0,5,5,3,0.23
690,2023,Kody Clemens,PHI,49,139,148,32,21,7,0,4,15,13,8,0,40,1,0,0,1,0,0,0.23
691,2022,Seth Brown,OAK,150,500,555,115,61,26,3,25,55,73,51,3,146,3,1,0,7,11,2,0.23
692,2023,Alek Thomas,ARI,125,374,402,86,55,17,5,9,51,39,19,1,86,4,3,2,5,9,1,0.23
693,2023,Jonathan Aranda,TBR,34,87,103,20,13,4,1,2,13,13,13,1,31,2,1,0,1,0,0,0.23
694,2023,Carlos Correa,MIN,135,514,580,118,69,29,2,18,60,65,59,3,131,4,3,0,30,0,0,0.23
695,2023,Matt Beaty,2 Tms,30,61,72,14,10,4,0,0,8,4,6,0,14,5,0,0,1,0,0,0.23
696,2023,Estevan Florial,NYY,19,61,71,14,10,3,1,0,5,8,7,0,20,2,1,0,0,3,0,0.23
697,2022,Michael Chavis,PIT,129,401,426,92,59,16,3,14,39,49,19,1,126,2,4,0,4,1,1,0.229
