#,Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
335,2022,Kyle Farmer,CIN,145,583,14,58,78,4,5.70%,17.00%,0.131,0.286,0.255,0.315,0.386,0.309,,93,-4.6,-9.4,3.9,1.5
336,2022,Whit Merrifield,2 Tms,139,550,11,70,58,16,6.90%,15.50%,0.125,0.276,0.25,0.298,0.375,0.294,,88,2.6,-4.9,1.5,1.5
337,2022,Michael A. Taylor,KCR,124,456,9,49,43,4,7.70%,23.90%,0.104,0.321,0.254,0.313,0.357,0.297,,89,0.6,-5.2,4.7,1.5
338,2022,Manuel Margot,TBR,89,363,4,36,47,7,6.60%,18.70%,0.101,0.332,0.274,0.325,0.375,0.308,,105,2.3,4.4,-2,1.5
339,2023,J.T. Realmuto,PHI,135,540,20,70,63,16,6.50%,25.60%,0.2,0.307,0.252,0.31,0.452,0.324,,102,-1.5,-0.3,-3.4,1.5
340,2022,Sam Haggerty,SEA,83,201,5,29,23,13,9.00%,26.40%,0.148,0.333,0.256,0.335,0.403,0.32,,113,2.2,5.2,2.3,1.5
341,2022,Vinnie Pasquantino,KCR,72,298,10,25,26,1,11.70%,11.40%,0.155,0.306,0.295,0.383,0.45,0.365,,136,-2.1,10.1,-5.8,1.5
342,2023,Jake Fraley,CIN,111,380,15,41,65,21,9.70%,18.70%,0.188,0.283,0.256,0.339,0.443,0.338,,107,1.9,5.1,-3.5,1.4
343,2023,Sal Frelick,MIL,57,223,3,29,24,7,12.60%,16.60%,0.105,0.286,0.246,0.341,0.351,0.309,,92,3.6,1.5,5.4,1.4
344,2023,Kyle Schwarber,PHI,160,720,47,108,104,0,17.50%,29.90%,0.277,0.209,0.197,0.343,0.474,0.35,,119,-0.8,16.4,-26.5,1.4
345,2023,Ryan O'Hearn,BAL,112,368,14,48,60,5,4.10%,22.30%,0.191,0.34,0.289,0.322,0.48,0.339,,118,-0.4,7.7,-5.8,1.4
346,2022,Harrison Bader,2 Tms,86,313,5,38,30,17,4.80%,19.80%,0.106,0.3,0.25,0.294,0.356,0.286,,85,4.2,-1.1,4.3,1.4
347,2022,Corbin Carroll,ARI,32,115,4,13,14,2,7.00%,27.00%,0.24,0.333,0.26,0.33,0.5,0.358,,131,0.9,5.1,4.6,1.4
348,2022,Bryson Stott,PHI,127,466,10,58,49,12,7.70%,19.10%,0.124,0.274,0.234,0.295,0.358,0.289,,84,4.7,-4,1.8,1.4
349,2022,Tony Kemp,OAK,147,558,7,61,46,11,8.10%,12.40%,0.099,0.259,0.235,0.307,0.334,0.287,,91,4.1,-1.8,-2.6,1.4
350,2022,Daniel Vogelbach,2 Tms,130,461,18,47,59,0,15.80%,24.70%,0.194,0.29,0.238,0.36,0.433,0.349,,126,-3.3,10.9,-13.1,1.4
351,2023,Christopher Morel,CHC,107,429,26,62,70,6,8.40%,31.00%,0.26,0.303,0.247,0.313,0.508,0.347,,119,2.3,12.3,-12.9,1.4
352,2022,Jonathan Schoop,DET,131,510,11,48,38,5,3.70%,21.00%,0.121,0.234,0.202,0.239,0.322,0.245,,56,-0.2,-25.4,22.4,1.4
353,2023,Spencer Torkelson,DET,159,684,31,88,94,3,9.80%,25.00%,0.213,0.269,0.233,0.313,0.446,0.326,,107,0.7,6,-15.3,1.4
354,2022,Ildemaro Vargas,2 Tms,63,222,4,19,23,3,3.60%,10.40%,0.129,0.279,0.263,0.299,0.392,0.302,,93,0.5,-1.3,7,1.4
355,2022,Josh Harrison,CHW,119,425,7,50,27,2,4.90%,16.70%,0.114,0.297,0.256,0.317,0.37,0.305,,97,-1.6,-3,2.6,1.4
356,2023,Johan Rojas,PHI,59,164,2,24,23,14,3.00%,25.60%,0.128,0.41,0.302,0.342,0.43,0.335,,109,2.7,4.6,3.7,1.4
357,2022,Austin Barnes,LAD,62,212,8,31,26,2,12.70%,17.50%,0.168,0.222,0.212,0.324,0.38,0.315,,104,-2.1,-1,7,1.4
358,2022,Cavan Biggio,TOR,97,303,6,43,24,2,12.50%,28.10%,0.148,0.275,0.202,0.318,0.35,0.302,,97,2.2,1.3,1.9,1.4
359,2023,Eddie Rosario,ATL,142,516,21,64,74,3,6.60%,23.60%,0.195,0.3,0.255,0.305,0.45,0.322,,100,-1.6,-1.8,-2.3,1.4
360,2023,Jesús Sánchez,MIA,125,402,14,43,52,3,9.50%,26.60%,0.197,0.321,0.253,0.327,0.45,0.334,,109,-2,2.2,-2.4,1.3
361,2022,Rob Refsnyder,BOS,57,177,6,25,21,1,8.50%,26.00%,0.19,0.394,0.307,0.384,0.497,0.381,,146,1.7,10.8,-3.8,1.3
362,2022,Evan Longoria,SFG,89,298,14,31,42,0,9.10%,27.90%,0.207,0.297,0.244,0.315,0.451,0.33,,116,-2.3,3.3,-0.8,1.3
363,2023,Evan Carter,TEX,23,75,5,15,12,3,16.00%,32.00%,0.339,0.412,0.306,0.413,0.645,0.435,,180,0.2,7.4,3.3,1.3
364,2023,Jarred Kelenic,SEA,105,416,11,44,49,13,9.90%,31.70%,0.167,0.359,0.253,0.327,0.419,0.321,,108,0.4,4.2,-5.2,1.3
365,2022,Nick Fortes,MIA,72,240,9,41,24,5,7.50%,18.80%,0.161,0.252,0.23,0.304,0.392,0.308,,97,0,-0.9,5.1,1.3
366,2022,Gary Sánchez,MIN,128,471,16,42,61,2,8.50%,28.90%,0.172,0.257,0.205,0.282,0.377,0.29,,89,-2.6,-8.3,5.7,1.3
367,2022,Luis Guillorme,NYM,102,335,2,33,17,1,10.10%,13.70%,0.067,0.317,0.273,0.351,0.34,0.311,,104,-6.1,-4.4,5.2,1.3
368,2022,Kevin Newman,PIT,78,309,2,31,24,8,5.20%,15.50%,0.097,0.322,0.274,0.316,0.372,0.303,,92,3,0.2,1.4,1.3
369,2022,Eric Haase,DET,110,351,14,41,44,0,6.80%,27.60%,0.189,0.316,0.254,0.305,0.443,0.322,,110,-1.5,2.5,-1.7,1.3
370,2023,Andrew McCutchen,PIT,112,473,12,55,43,11,15.90%,21.10%,0.141,0.312,0.256,0.378,0.397,0.345,,115,-1.7,7.2,-10.8,1.2
371,2022,C.J. Cron,COL,150,632,29,79,102,0,6.80%,25.90%,0.21,0.307,0.257,0.315,0.468,0.335,,101,0.5,1.1,-10.7,1.2
372,2022,Ji Man Choi,TBR,113,419,11,36,52,0,13.80%,29.40%,0.154,0.32,0.233,0.341,0.388,0.322,,115,-2.7,4.4,-5.9,1.2
373,2023,Donovan Solano,MIN,134,450,5,43,38,0,8.90%,22.20%,0.109,0.366,0.282,0.369,0.391,0.338,,116,-2.7,6.2,-9.1,1.2
374,2022,Giancarlo Stanton,NYY,110,452,31,53,78,0,11.10%,30.30%,0.251,0.227,0.211,0.297,0.462,0.327,,116,-2.6,5.5,-8.2,1.2
375,2022,Michael Brantley,HOU,64,277,5,28,26,1,11.20%,10.80%,0.128,0.311,0.288,0.37,0.416,0.345,,127,-0.7,7.8,-5,1.2
376,2023,Yoán Moncada,CHW,92,357,11,39,40,1,5.60%,30.00%,0.165,0.35,0.26,0.305,0.425,0.315,,98,-0.1,-0.8,1,1.2
377,2023,Jonathan India,CIN,119,529,17,78,61,14,9.80%,20.60%,0.163,0.281,0.244,0.338,0.407,0.327,,99,-0.4,-0.8,-5,1.2
378,2023,Stone Garrett,WSN,89,271,9,40,40,3,9.60%,30.30%,0.188,0.365,0.269,0.343,0.457,0.344,,115,0.5,5.6,-2.6,1.2
379,2022,Tyler O'Neill,STL,96,383,14,56,58,14,9.90%,26.90%,0.165,0.277,0.228,0.308,0.392,0.307,,99,1.4,1.1,-2.5,1.2
380,2022,Garrett Cooper,MIA,119,469,9,37,50,0,8.50%,25.40%,0.155,0.34,0.261,0.337,0.415,0.33,,112,-2.2,4.4,-8.7,1.2
381,2023,Esteury Ruiz,OAK,132,497,5,47,47,67,4.00%,19.90%,0.091,0.315,0.254,0.309,0.345,0.29,,86,9.2,1.1,-5.8,1.2
382,2022,Edmundo Sosa,2 Tms,78,190,2,26,21,6,2.60%,26.30%,0.142,0.304,0.227,0.275,0.369,0.282,,81,2.2,-2,7,1.2
383,2023,Justin Turner,BOS,146,626,23,86,96,4,8.10%,17.60%,0.179,0.304,0.276,0.345,0.455,0.346,,114,-3.5,7.4,-16.6,1.2
384,2022,Harold Ramírez,TBR,120,435,6,46,58,3,4.40%,16.60%,0.104,0.35,0.3,0.343,0.404,0.327,,119,-2.3,6.8,-9.3,1.2
385,2022,Nicky Lopez,KCR,142,480,0,51,20,13,6.00%,13.10%,0.046,0.265,0.227,0.281,0.273,0.251,,56,5.2,-18.7,14.8,1.2
386,2023,Zach McKinstry,DET,148,518,9,60,35,16,8.50%,21.80%,0.121,0.284,0.231,0.302,0.351,0.289,,81,1.7,-10,4.3,1.2
387,2023,Matt Vierling,DET,134,530,10,63,44,6,8.30%,21.10%,0.127,0.321,0.261,0.329,0.388,0.315,,99,-0.7,-1.4,-4.7,1.2
388,2023,Ryan McMahon,COL,152,627,23,80,70,5,10.80%,31.60%,0.191,0.326,0.24,0.322,0.431,0.325,,88,-5.9,-15.2,5.8,1.2
389,2022,Alex Verdugo,BOS,152,644,11,75,74,1,6.50%,13.40%,0.125,0.309,0.28,0.328,0.405,0.319,,102,-1.1,0.4,-9.7,1.2
390,2023,Blake Perkins,MIL,67,168,4,28,20,5,13.70%,27.40%,0.133,0.29,0.217,0.325,0.35,0.303,,88,2.1,-0.3,6.4,1.2
391,2022,Victor Caratini,MIL,96,314,9,26,34,0,9.90%,21.30%,0.143,0.228,0.199,0.3,0.342,0.289,,84,-3.2,-9,9.5,1.2
392,2022,Ozzie Albies,ATL,64,269,8,36,35,3,5.90%,17.50%,0.162,0.27,0.247,0.294,0.409,0.305,,94,1.5,-0.5,2.5,1.2
393,2022,Oneil Cruz,PIT,87,361,17,45,54,10,7.80%,34.90%,0.218,0.317,0.233,0.294,0.45,0.32,,105,2,3.9,-5.1,1.2
394,2023,Elvis Andrus,CHW,112,406,6,39,44,12,6.20%,17.50%,0.107,0.294,0.251,0.304,0.358,0.29,,81,0.9,-8.3,6,1.1
395,2022,Omar Narváez,MIL,84,296,4,21,23,0,9.80%,19.30%,0.099,0.248,0.206,0.292,0.305,0.269,,71,-0.3,-10.3,11.3,1.1
396,2023,Carlos Correa,MIN,135,580,18,60,65,0,10.20%,22.60%,0.169,0.272,0.23,0.312,0.399,0.309,,96,-9.2,-11.8,3.5,1.1
397,2023,Josh Rojas,2 Tms,105,350,4,47,40,12,7.70%,23.10%,0.092,0.313,0.245,0.303,0.338,0.284,,78,5,-4.7,4.1,1.1
398,2022,Lane Thomas,WSN,146,548,17,62,52,8,7.50%,24.10%,0.163,0.291,0.241,0.301,0.404,0.308,,97,-0.6,-2.6,-5.2,1.1
399,2023,Dairon Blanco,KCR,69,138,3,19,18,24,7.20%,23.90%,0.194,0.33,0.258,0.324,0.452,0.333,,108,2.2,3.4,3.2,1.1
400,2023,Michael Conforto,SFG,125,470,15,58,58,4,11.30%,22.60%,0.145,0.284,0.239,0.334,0.384,0.315,,100,0.6,0.6,-5.3,1.1
401,2023,Victor Caratini,MIL,62,226,7,23,25,1,8.40%,19.90%,0.124,0.296,0.259,0.327,0.383,0.312,,94,-3.3,-4.9,8.5,1.1
402,2023,Kyle Isbel,KCR,91,313,5,45,34,7,5.40%,18.80%,0.14,0.283,0.24,0.282,0.38,0.286,,75,4.2,-5.1,5.7,1.1
403,2022,Jose Miranda,MIN,125,483,15,45,66,1,5.80%,18.80%,0.158,0.307,0.268,0.325,0.426,0.329,,117,-4.5,4.5,-9.4,1.1
404,2022,Joey Wendle,MIA,101,371,3,27,32,12,4.00%,13.50%,0.101,0.293,0.259,0.297,0.36,0.289,,84,0,-7,4.9,1.1
405,2022,Leody Taveras,TEX,99,341,5,39,34,11,6.20%,25.80%,0.105,0.344,0.261,0.309,0.366,0.297,,90,2.2,-1.5,1.1,1.1
406,2023,Joey Wiemer,MIL,132,410,13,48,42,11,8.80%,28.30%,0.158,0.258,0.204,0.283,0.362,0.284,,75,0.9,-11.8,8.8,1.1
407,2023,Alec Bohm,PHI,145,611,20,74,97,4,6.90%,15.40%,0.163,0.296,0.274,0.327,0.437,0.329,,105,-7.2,-3.1,-6.8,1.1
408,2023,Jason Delay,PIT,70,187,1,20,18,0,7.50%,23.50%,0.096,0.333,0.251,0.319,0.347,0.296,,82,-1,-5.1,9.5,1.1
409,2023,Jordan Westburg,BAL,68,228,3,26,23,4,7.00%,24.60%,0.144,0.336,0.26,0.311,0.404,0.309,,97,0.8,0.1,3,1.1
410,2023,Luis Campusano,SDP,49,174,7,27,30,0,4.00%,12.10%,0.172,0.331,0.319,0.356,0.491,0.364,,134,-2.2,5.2,-0.3,1.1
411,2023,Zach Neto,LAA,84,329,9,38,34,5,6.10%,23.40%,0.152,0.272,0.225,0.308,0.377,0.302,,89,-0.4,-4.9,4.5,1.1
412,2023,Nicky Lopez,2 Tms,94,262,1,32,25,6,9.90%,15.30%,0.076,0.276,0.231,0.326,0.307,0.288,,77,0.3,-7.1,8.9,1.1
413,2022,Trevor Larnach,MIN,51,180,5,22,18,0,10.00%,31.70%,0.175,0.32,0.231,0.306,0.406,0.309,,102,0.6,1,3.5,1.1
414,2022,Adam Frazier,SEA,156,602,3,61,42,11,7.60%,12.10%,0.072,0.268,0.238,0.301,0.311,0.274,,80,-0.2,-13.5,4.4,1.1
415,2022,Patrick Wisdom,CHC,134,534,25,67,66,8,9.90%,34.30%,0.22,0.274,0.207,0.298,0.426,0.316,,104,0.6,3.1,-11,1.1
416,2023,DJ LeMahieu,NYY,136,562,15,55,44,2,10.70%,22.20%,0.147,0.295,0.243,0.327,0.39,0.315,,101,-7,-6.3,-2.2,1.1
417,2022,Wil Myers,SDP,77,286,7,29,41,2,7.30%,30.10%,0.138,0.357,0.261,0.315,0.398,0.311,,105,1.2,2.7,-2.3,1.1
418,2022,Jake Fraley,CIN,68,247,12,33,28,4,10.50%,21.90%,0.208,0.289,0.259,0.344,0.468,0.352,,122,1.6,8,-6.3,1.1
419,2022,Kevin Kiermaier,TBR,63,221,7,28,22,6,6.30%,27.60%,0.141,0.29,0.228,0.281,0.369,0.286,,90,3.2,0.6,2.4,1.1
420,2022,Lourdes Gurriel Jr.,TOR,121,493,5,52,52,3,6.30%,16.80%,0.108,0.346,0.291,0.343,0.4,0.327,,115,-4.1,4.2,-9.9,1.1
421,2023,Harrison Bader,2 Tms,98,344,7,44,40,20,4.90%,17.20%,0.116,0.261,0.232,0.274,0.348,0.271,,70,4.4,-8.1,6.9,1.1
422,2023,Jake Cronenworth,SDP,127,522,10,54,48,6,8.80%,18.60%,0.148,0.267,0.229,0.312,0.378,0.301,,92,3.2,-1.9,-5.4,1
423,2023,Travis Jankowski,TEX,107,287,1,34,30,19,12.20%,14.60%,0.069,0.311,0.263,0.357,0.332,0.312,,95,0.4,-1.3,2,1
424,2023,Aaron Hicks,2 Tms,93,312,8,44,36,6,13.50%,22.10%,0.13,0.311,0.253,0.353,0.383,0.326,,109,3.2,6.7,-6.9,1
425,2023,Cavan Biggio,TOR,111,338,9,54,40,5,11.80%,26.00%,0.135,0.304,0.235,0.34,0.37,0.318,,103,2.2,3.3,-4.4,1
426,2022,Adam Duvall,ATL,86,315,12,39,36,0,6.70%,32.10%,0.188,0.278,0.213,0.276,0.401,0.295,,87,2.7,-2,1.1,1
427,2022,Emmanuel Rivera,2 Tms,102,359,12,46,40,1,6.40%,23.10%,0.176,0.275,0.233,0.292,0.409,0.306,,95,-0.9,-2.8,0.7,1
428,2023,Parker Meadows,DET,37,145,3,19,13,8,11.70%,25.50%,0.136,0.302,0.232,0.331,0.368,0.308,,94,3.5,2.5,2.7,1
429,2022,Carlos Santana,2 Tms,131,506,19,52,60,0,14.00%,17.40%,0.174,0.209,0.202,0.316,0.376,0.308,,101,1,1.7,-8.2,1
430,2022,Garrett Mitchell,MIL,28,68,2,9,9,8,8.80%,41.20%,0.148,0.548,0.311,0.373,0.459,0.365,,136,2.2,5.1,2.2,1
431,2022,Miguel Rojas,MIA,140,507,6,34,36,9,5.10%,12.00%,0.087,0.258,0.236,0.283,0.323,0.268,,70,-4,-21.8,14.2,1
432,2022,J.D. Martinez,BOS,139,596,16,76,62,0,8.70%,24.30%,0.174,0.345,0.274,0.341,0.448,0.343,,119,-7.3,5.4,-15,1
433,2023,Vladimir Guerrero Jr.,TOR,156,682,26,78,94,5,9.80%,14.70%,0.179,0.277,0.264,0.345,0.444,0.34,,118,-7.1,7.5,-20.8,1
434,2023,Ramón Laureano,2 Tms,105,404,9,46,35,12,8.20%,28.20%,0.147,0.301,0.224,0.304,0.371,0.298,,91,-1,-5.3,1.4,1
435,2022,David Villar,SFG,52,181,9,21,24,0,9.90%,32.00%,0.224,0.3,0.231,0.331,0.455,0.344,,126,-0.3,5.1,-1.9,1
436,2022,Jose Iglesias,COL,118,467,3,48,47,2,3.60%,12.00%,0.089,0.326,0.292,0.328,0.38,0.312,,85,-3.3,-11.5,5,1
437,2023,Taylor Walls,TBR,99,349,8,50,36,22,12.60%,26.40%,0.132,0.261,0.201,0.305,0.333,0.287,,85,6.5,0.1,-2.2,1
438,2022,Trey Mancini,2 Tms,143,587,18,56,63,0,9.00%,23.00%,0.152,0.286,0.239,0.319,0.391,0.312,,105,-3,0.5,-10,1
439,2023,Nick Castellanos,PHI,157,671,29,79,106,11,5.40%,27.60%,0.204,0.337,0.272,0.311,0.476,0.335,,109,-4.7,2.7,-15.9,1
440,2023,Yan Gomes,CHC,116,419,10,44,63,1,5.00%,19.30%,0.141,0.309,0.267,0.315,0.408,0.312,,95,-1.7,-4.2,-0.5,1
441,2023,Christian Vázquez,MIN,102,355,6,34,32,1,7.00%,23.10%,0.095,0.279,0.223,0.28,0.318,0.264,,65,-4.4,-19.1,16.6,1
442,2023,Austin Slater,SFG,89,207,5,24,20,2,9.70%,28.00%,0.13,0.369,0.27,0.348,0.4,0.33,,110,0.1,2.7,-0.3,0.9
443,2023,Ezequiel Duran,TEX,122,439,14,55,46,8,5.20%,27.30%,0.167,0.358,0.276,0.324,0.443,0.33,,107,-3.8,0.1,-5.7,0.9
444,2023,Nick Madrigal,CHC,92,294,2,34,28,10,3.40%,8.20%,0.089,0.283,0.263,0.311,0.352,0.294,,83,-1.5,-7.7,7.1,0.9
445,2022,Yoán Moncada,CHW,104,433,12,41,51,2,7.40%,26.30%,0.141,0.265,0.212,0.273,0.353,0.275,,76,1.3,-10.4,5.5,0.9
446,2023,Owen Miller,MIL,90,314,5,29,27,13,5.40%,19.40%,0.11,0.31,0.261,0.303,0.371,0.292,,81,1.8,-5.7,4.3,0.9
447,2022,J.D. Davis,2 Tms,115,365,12,46,35,1,10.70%,33.40%,0.17,0.36,0.248,0.34,0.418,0.333,,119,-3.1,5,-8.5,0.9
448,2023,Travis d'Arnaud,ATL,74,292,11,31,39,0,7.20%,22.90%,0.172,0.258,0.225,0.288,0.397,0.297,,83,-1.1,-7.2,6.4,0.9
449,2023,Cade Marlowe,SEA,34,100,3,14,11,4,12.00%,33.00%,0.182,0.346,0.239,0.33,0.42,0.327,,112,1,2.4,3.4,0.9
450,2022,Ryan Jeffers,MIN,67,236,7,25,27,0,9.70%,26.30%,0.156,0.259,0.208,0.285,0.363,0.287,,87,-1.3,-4.7,5.8,0.9
451,2022,Zach McKinstry,2 Tms,57,185,5,21,14,7,8.60%,28.10%,0.163,0.257,0.199,0.273,0.361,0.28,,79,3.9,-0.6,2.9,0.9
452,2023,Anthony Rizzo,NYY,99,421,12,45,41,0,8.30%,23.00%,0.134,0.298,0.244,0.328,0.378,0.312,,100,-3.6,-3.8,-1.5,0.9
453,2023,Edmundo Sosa,PHI,104,300,10,34,30,4,2.70%,24.70%,0.176,0.306,0.251,0.293,0.427,0.309,,92,0,-3,1.7,0.9
454,2023,Akil Baddoo,DET,112,357,11,40,34,14,11.80%,24.90%,0.154,0.268,0.218,0.31,0.372,0.299,,88,2.9,-2.2,-1,0.9
455,2022,Brandon Lowe,TBR,65,266,8,31,25,1,10.20%,22.90%,0.162,0.263,0.221,0.308,0.383,0.306,,104,2,3.1,-3.2,0.9
456,2022,Tomás Nido,NYM,98,313,3,31,28,0,4.50%,24.30%,0.085,0.314,0.239,0.276,0.324,0.265,,72,-7,-17,14.8,0.9
457,2022,Rodolfo Castro,PIT,71,278,11,25,27,5,7.90%,26.60%,0.194,0.284,0.233,0.299,0.427,0.315,,101,0.3,0.6,-1.7,0.9
458,2022,Eli White,TEX,47,117,3,16,10,12,9.40%,35.00%,0.105,0.29,0.2,0.274,0.305,0.26,,64,4.2,-0.5,5.1,0.9
459,2023,Brenton Doyle,COL,126,431,10,48,48,22,5.10%,35.00%,0.14,0.295,0.203,0.25,0.343,0.257,,43,3,-27.6,21.6,0.9
460,2023,Jose Trevino,NYY,55,168,4,15,15,0,4.80%,13.10%,0.102,0.221,0.21,0.257,0.312,0.252,,58,-1.5,-10,12.9,0.9
461,2022,Ramón Laureano,OAK,94,383,13,49,34,11,6.50%,27.20%,0.165,0.262,0.211,0.287,0.376,0.294,,95,3,0.9,-4.9,0.9
462,2022,Ryan McKenna,BAL,105,172,2,23,11,2,6.40%,32.00%,0.103,0.35,0.237,0.294,0.34,0.279,,82,2.7,-0.7,3.3,0.9
463,2022,Nate Eaton,KCR,44,122,1,16,12,11,8.20%,24.60%,0.123,0.346,0.264,0.331,0.387,0.313,,100,3.1,3.1,1.2,0.9
464,2023,Tyrone Taylor,MIL,81,243,10,36,35,9,3.30%,22.60%,0.212,0.263,0.234,0.267,0.446,0.302,,88,1.4,-2.3,2.5,0.8
465,2022,Anthony Rendon,LAA,47,193,5,15,24,2,11.90%,18.10%,0.151,0.258,0.229,0.326,0.38,0.314,,103,-0.2,0.4,1.5,0.8
466,2023,Ramón Urías,BAL,116,396,4,45,42,3,6.80%,25.50%,0.111,0.355,0.264,0.328,0.375,0.31,,99,0.7,0,-5.1,0.8
467,2023,Charlie Blackmon,COL,96,413,8,57,40,4,9.40%,13.30%,0.162,0.307,0.279,0.363,0.44,0.35,,105,-1.8,0.6,-6.3,0.8
468,2022,Keston Hiura,MIL,80,266,14,34,32,5,8.60%,41.70%,0.222,0.355,0.226,0.316,0.449,0.334,,115,0.7,5.3,-6.4,0.8
469,2022,Rowdy Tellez,MIL,153,599,35,67,89,2,10.40%,20.20%,0.242,0.215,0.219,0.306,0.461,0.327,,110,-6.6,0.5,-12.9,0.8
470,2022,Danny Mendick,CHW,31,106,3,22,15,1,6.60%,21.70%,0.155,0.352,0.289,0.343,0.443,0.344,,125,1,3.9,0.5,0.8
471,2022,Gunnar Henderson,BAL,34,132,4,12,18,1,12.10%,25.80%,0.181,0.333,0.259,0.348,0.44,0.343,,128,-0.2,3.9,-0.3,0.8
472,2023,Drew Waters,KCR,98,337,8,40,32,16,8.00%,31.80%,0.149,0.321,0.228,0.3,0.377,0.296,,82,1.8,-5.5,2.2,0.8
473,2023,Tyler O'Neill,STL,72,266,9,27,21,5,10.50%,25.20%,0.172,0.284,0.231,0.312,0.403,0.313,,97,-0.8,-1.7,0.8,0.8
474,2023,Javier Báez,DET,136,547,9,58,59,12,4.40%,22.90%,0.104,0.274,0.222,0.267,0.325,0.261,,61,2.3,-23,12.5,0.8
475,2022,Charles Leblanc,MIA,48,169,4,18,11,4,7.10%,31.40%,0.141,0.374,0.263,0.32,0.404,0.318,,104,1.4,2.2,-0.3,0.8
476,2023,Alex Kirilloff,MIN,88,319,11,35,41,1,8.80%,25.10%,0.174,0.337,0.27,0.348,0.445,0.343,,120,0.8,8.4,-11.2,0.8
477,2022,Mitch Haniger,SEA,57,247,11,31,34,0,8.10%,26.30%,0.183,0.293,0.246,0.308,0.429,0.319,,113,-0.9,2.6,-2.8,0.8
478,2022,Luke Maile,CLE,76,206,3,19,17,0,9.20%,26.20%,0.105,0.291,0.221,0.301,0.326,0.281,,84,-1.1,-4.9,5.9,0.8
479,2022,Sean Bouchard,COL,27,97,3,9,11,0,21.60%,25.80%,0.203,0.404,0.297,0.454,0.5,0.417,,157,0.2,6.6,-2.3,0.8
480,2023,Austin Hedges,2 Tms,82,212,1,14,16,1,5.20%,22.20%,0.043,0.236,0.184,0.234,0.227,0.209,,24,-0.3,-20.2,20.7,0.8
481,2023,Tom Murphy,SEA,47,159,8,19,17,0,6.30%,27.70%,0.248,0.358,0.29,0.335,0.538,0.367,,140,-1.6,6.1,-3.9,0.8
482,2022,Riley Greene,DET,93,418,5,46,42,1,8.60%,28.70%,0.109,0.354,0.253,0.321,0.362,0.303,,96,-0.1,-1.8,-4.3,0.8
483,2022,Nick Maton,PHI,35,85,5,13,17,0,11.80%,34.10%,0.264,0.325,0.25,0.341,0.514,0.364,,135,0.9,4.4,-0.1,0.8
484,2022,Owen Miller,CLE,130,472,6,53,51,2,6.80%,19.70%,0.108,0.29,0.243,0.301,0.351,0.287,,88,1,-5.7,-2.3,0.7
485,2023,Patrick Wisdom,CHC,97,302,23,43,46,4,9.90%,36.80%,0.295,0.237,0.205,0.289,0.5,0.333,,109,0.3,3.8,-6.7,0.7
486,2022,Vaughn Grissom,ATL,41,156,5,24,18,5,7.10%,21.80%,0.149,0.35,0.291,0.353,0.44,0.345,,121,1.9,5.8,-4,0.7
487,2023,Will Brennan,CLE,138,455,5,41,41,13,3.50%,12.50%,0.09,0.296,0.266,0.299,0.356,0.285,,81,1.1,-9.4,1.3,0.7
488,2023,Garrett Hampson,MIA,98,252,3,30,23,5,9.10%,26.60%,0.104,0.379,0.276,0.349,0.38,0.323,,101,1.8,2.1,-3.3,0.7
489,2022,Gabriel Moreno,TOR,25,73,1,10,7,0,5.50%,11.00%,0.058,0.35,0.319,0.356,0.377,0.326,,114,-0.3,0.9,3.8,0.7
490,2022,Tommy Pham,2 Tms,144,622,17,89,63,8,9.00%,26.80%,0.137,0.304,0.236,0.312,0.374,0.304,,90,1.9,-5.2,-8.5,0.7
491,2023,Nelson Velázquez,2 Tms,53,179,17,35,34,0,7.80%,28.50%,0.352,0.221,0.235,0.302,0.586,0.369,,132,0.2,7.2,-5.9,0.7
492,2023,Stuart Fairchild,CIN,97,255,5,34,28,10,9.80%,27.10%,0.16,0.306,0.228,0.321,0.388,0.312,,89,2.3,-1.1,-0.3,0.7
493,2023,Joey Gallo,MIN,111,332,21,39,40,1,14.50%,42.80%,0.262,0.244,0.177,0.301,0.44,0.32,,104,1,2.5,-6.5,0.7
494,2022,Jesús Sánchez,MIA,98,343,13,38,36,1,7.60%,26.80%,0.188,0.258,0.214,0.28,0.403,0.298,,90,-1.5,-5.4,0.7,0.7
495,2023,Shea Langeliers,OAK,135,490,22,52,63,3,6.90%,29.20%,0.208,0.246,0.205,0.268,0.413,0.29,,87,-2.3,-10,0.6,0.7
496,2022,Livan Soto,LAA,18,59,1,9,9,1,3.40%,22.00%,0.182,0.5,0.4,0.414,0.582,0.424,,181,0.6,6,-1,0.7
497,2022,Aristides Aquino,CIN,80,276,10,24,30,2,6.20%,36.60%,0.166,0.277,0.197,0.246,0.363,0.267,,64,1.6,-9.9,7.4,0.7
498,2023,DJ Stewart,NYM,58,185,11,21,26,1,8.10%,30.30%,0.263,0.298,0.244,0.333,0.506,0.358,,130,-0.2,6.6,-5.7,0.7
499,2023,Byron Buxton,MIN,85,347,17,49,42,9,10.10%,31.40%,0.23,0.253,0.207,0.294,0.438,0.311,,98,4.8,4,-8.6,0.7
500,2023,Noelvi Marte,CIN,35,123,3,15,15,6,6.50%,20.30%,0.14,0.384,0.316,0.366,0.456,0.357,,120,0.9,3.9,-1,0.7
